employee_id,employee_name,gender,age,department,designation,salary,experience,joining_date,city,state,manager_name,performance_rating,attendance_percentage,active
503,Employee_503,Female,36,HR,Executive,25000,3,05-18-2024,Pune,Delhi,,5,88,True
504,,Male,36,IT,Executive,-15000,3,2024-05-19,Pune,Delhi,Rohit,,97,True
505,Employee_505,Male,-3,Sales,Analyst,-15000,1,20/05/2024,Jaipur,Maharashtra,Rohit,4,97,False
506,Employee_506,Male,-3,Marketing,Engineer,25000,1,05-21-2024,Delhi,Rajasthan,Rohit,5,92,False
507,Employee_507,Female,42,Sales,Executive,25000,-1,2024-05-22,Ahmedabad,Gujarat,Neha,5,88,True
508,Employee_508,Male,24,HR,Engineer,25000,5,23/05/2024,Mumbai,Gujarat,Neha,6,92,True
509,Employee_509,Female,42,Sales,Executive,-15000,1,05-24-2024,Pune,Gujarat,,3,88,True
510,Employee_510,Male,-3,Finance,Analyst,70000,5,2024-05-25,Ahmedabad,Maharashtra,Rohit,3,88,False
511,Employee_511,Female,36,IT,Analyst,-15000,5,26/05/2024,Delhi,Maharashtra,Rohit,4,97,True
512,Employee_512,Male,24,IT,Executive,45000,5,05-27-2024,Pune,Maharashtra,Amit,4,88,False
513,Employee_513,Female,36,HR,Analyst,70000,1,2024-05-28,Jaipur,Rajasthan,,4,92,False
514,Employee_514,Female,24,Sales,Executive,70000,5,29/05/2024,Mumbai,Delhi,Rohit,3,110,True
515,Employee_515,Male,42,Finance,Executive,25000,5,05-30-2024,Ahmedabad,Delhi,Amit,5,88,False
516,Employee_516,Female,-3,Sales,Engineer,70000,1,2024-05-31,Mumbai,Gujarat,,6,92,False
517,Employee_517,Male,-3,Sales,Executive,-15000,-1,01/06/2024,Mumbai,Rajasthan,Neha,6,88,True
518,Employee_518,Female,36,Sales,Executive,25000,5,06-02-2024,Pune,Delhi,,5,92,False
519,Employee_519,Male,36,IT,Manager,25000,-1,2024-06-03,Mumbai,Gujarat,Neha,3,97,False
520,Employee_520,Male,24,IT,Manager,-15000,-1,04/06/2024,Jaipur,Gujarat,Neha,6,110,True
521,Employee_521,Female,24,Marketing,Engineer,45000,3,06-05-2024,Jaipur,Maharashtra,,6,92,False
522,Employee_522,Male,36,Marketing,Manager,45000,-1,2024-06-06,Delhi,Gujarat,Amit,,88,True
523,Employee_523,Male,30,IT,Manager,25000,1,07/06/2024,Pune,Delhi,Neha,5,97,True
524,Employee_524,Female,-3,IT,Analyst,70000,3,06-08-2024,Mumbai,Delhi,Rohit,3,97,False
525,,Female,24,Sales,Analyst,70000,1,2024-06-09,Mumbai,Rajasthan,Neha,3,97,False
526,Employee_526,Female,42,Marketing,Analyst,25000,5,10/06/2024,Ahmedabad,Rajasthan,Neha,6,97,True
527,Employee_527,Male,24,Finance,Engineer,25000,1,06-11-2024,Delhi,Maharashtra,Neha,4,88,True
528,Employee_528,Male,30,HR,Engineer,45000,-1,2024-06-12,Delhi,Delhi,Neha,5,92,True
529,Employee_529,Female,-3,Finance,Manager,45000,-1,13/06/2024,Pune,Rajasthan,,5,88,True
530,Employee_530,Female,-3,IT,Engineer,70000,3,06-14-2024,Delhi,Gujarat,Rohit,6,110,True
531,Employee_531,Male,30,IT,Manager,70000,3,2024-06-15,Pune,Delhi,Amit,4,110,False
532,Employee_532,Female,30,HR,Executive,70000,-1,16/06/2024,Mumbai,Delhi,Neha,5,92,False
533,Employee_533,Male,-3,Finance,Engineer,70000,5,06-17-2024,Mumbai,Gujarat,,5,97,False
534,Employee_534,Male,36,IT,Engineer,45000,1,2024-06-18,Ahmedabad,Delhi,Amit,4,97,True
535,Employee_535,Male,42,Finance,Executive,45000,-1,19/06/2024,Mumbai,Rajasthan,Neha,5,92,True
536,Employee_536,Male,42,IT,Analyst,25000,3,06-20-2024,Delhi,Rajasthan,Rohit,6,97,False
537,Employee_537,Female,24,Finance,Manager,25000,-1,2024-06-21,Pune,Maharashtra,Amit,5,110,False
538,Employee_538,Female,42,Finance,Analyst,45000,1,22/06/2024,Delhi,Rajasthan,Rohit,3,88,False
539,Employee_539,Female,42,Sales,Engineer,25000,3,06-23-2024,Ahmedabad,Gujarat,Neha,6,110,True
540,Employee_540,Male,30,Finance,Executive,25000,5,2024-06-24,Ahmedabad,Maharashtra,Neha,,110,False
541,Employee_541,Female,36,HR,Engineer,25000,3,25/06/2024,Delhi,Delhi,Rohit,3,110,False
542,Employee_542,Female,24,IT,Executive,25000,1,06-26-2024,Mumbai,Delhi,Neha,6,92,True
543,Employee_543,Male,36,Finance,Engineer,25000,1,2024-06-27,Pune,Gujarat,Rohit,4,88,False
544,Employee_544,Male,24,HR,Engineer,45000,-1,28/06/2024,Pune,Maharashtra,Amit,6,97,False
545,Employee_545,Male,42,HR,Executive,-15000,-1,06-29-2024,Jaipur,Gujarat,Amit,3,110,True
546,,Female,36,Marketing,Manager,-15000,-1,2024-06-30,Jaipur,Rajasthan,Neha,4,97,False
547,Employee_547,Female,30,IT,Manager,-15000,1,01/07/2024,Ahmedabad,Gujarat,Neha,6,92,False
548,Employee_548,Male,36,Sales,Engineer,70000,5,07-02-2024,Ahmedabad,Maharashtra,,6,92,True
549,Employee_549,Female,30,Finance,Engineer,-15000,-1,2024-07-03,Mumbai,Rajasthan,Neha,3,88,True
550,Employee_550,Female,-3,HR,Executive,25000,-1,04/07/2024,Pune,Gujarat,,3,97,False
551,Employee_551,Female,42,Finance,Executive,70000,3,07-05-2024,Pune,Gujarat,Rohit,4,88,True
552,Employee_552,Female,30,HR,Analyst,70000,3,2024-07-06,Pune,Gujarat,,5,110,True
553,Employee_553,Male,-3,Sales,Analyst,-15000,-1,07/07/2024,Delhi,Maharashtra,Neha,6,110,False
554,Employee_554,Female,24,Finance,Analyst,45000,5,07-08-2024,Jaipur,Rajasthan,Rohit,4,97,True
555,Employee_555,Male,-3,IT,Engineer,25000,1,2024-07-09,Delhi,Rajasthan,Rohit,5,92,False
556,Employee_556,Female,24,Sales,Manager,45000,5,10/07/2024,Delhi,Maharashtra,Amit,6,97,False
557,Employee_557,Female,24,Sales,Engineer,-15000,-1,07-11-2024,Mumbai,Delhi,,5,88,False
558,Employee_558,Male,-3,Sales,Analyst,25000,1,2024-07-12,Mumbai,Rajasthan,Neha,,92,True
559,Employee_559,Male,-3,HR,Manager,45000,5,13/07/2024,Mumbai,Rajasthan,,6,97,True
560,Employee_560,Male,30,Marketing,Executive,-15000,3,07-14-2024,Mumbai,Gujarat,,4,110,True
561,Employee_561,Female,-3,Marketing,Analyst,45000,5,2024-07-15,Pune,Maharashtra,,3,97,False
562,Employee_562,Male,36,Sales,Engineer,70000,5,16/07/2024,Ahmedabad,Rajasthan,Rohit,4,97,True
563,Employee_563,Male,36,Finance,Engineer,25000,1,07-17-2024,Pune,Rajasthan,Rohit,6,88,True
564,Employee_564,Male,42,Marketing,Analyst,70000,1,2024-07-18,Delhi,Delhi,,4,88,True
565,Employee_565,Female,30,HR,Engineer,-15000,1,19/07/2024,Delhi,Rajasthan,,3,97,True
566,Employee_566,Female,30,IT,Manager,45000,3,07-20-2024,Pune,Delhi,Neha,3,110,True
567,,Female,24,Marketing,Engineer,25000,-1,2024-07-21,Jaipur,Delhi,,5,97,False
568,Employee_568,Male,24,Sales,Manager,70000,5,22/07/2024,Mumbai,Maharashtra,Rohit,4,110,False
569,Employee_569,Male,36,Sales,Engineer,45000,5,07-23-2024,Pune,Gujarat,,3,97,False
570,Employee_570,Male,-3,Sales,Analyst,45000,-1,2024-07-24,Mumbai,Gujarat,,4,97,True
571,Employee_571,Female,36,Sales,Manager,70000,5,25/07/2024,Ahmedabad,Gujarat,,5,97,True
572,Employee_572,Male,24,IT,Executive,25000,3,07-26-2024,Jaipur,Gujarat,Rohit,6,92,True
573,Employee_573,Male,24,Marketing,Manager,25000,5,2024-07-27,Mumbai,Maharashtra,Amit,3,110,False
574,Employee_574,Male,36,Sales,Analyst,45000,5,28/07/2024,Mumbai,Delhi,Neha,5,92,True
575,Employee_575,Male,30,Marketing,Analyst,-15000,5,07-29-2024,Mumbai,Delhi,,3,88,False
576,Employee_576,Female,24,Sales,Executive,45000,5,2024-07-30,Pune,Gujarat,Neha,,110,True
577,Employee_577,Female,-3,HR,Analyst,45000,-1,31/07/2024,Pune,Delhi,Amit,3,97,True
578,Employee_578,Male,42,Marketing,Engineer,45000,3,08-01-2024,Jaipur,Gujarat,Rohit,4,88,False
579,Employee_579,Male,24,Sales,Manager,45000,5,2024-08-02,Ahmedabad,Maharashtra,Rohit,6,88,False
580,Employee_580,Female,30,Sales,Analyst,-15000,3,03/08/2024,Ahmedabad,Rajasthan,Rohit,6,97,True
581,Employee_581,Female,24,Finance,Manager,25000,5,08-04-2024,Delhi,Maharashtra,Neha,3,97,True
582,Employee_582,Male,30,Marketing,Analyst,70000,1,2024-08-05,Pune,Maharashtra,Amit,5,110,True
583,Employee_583,Male,30,Finance,Manager,-15000,1,06/08/2024,Delhi,Rajasthan,Neha,6,97,True
584,Employee_584,Female,24,Finance,Analyst,-15000,3,08-07-2024,Pune,Rajasthan,Amit,6,110,True
585,Employee_585,Male,36,Marketing,Executive,-15000,3,2024-08-08,Mumbai,Rajasthan,Neha,5,97,False
586,Employee_586,Male,-3,IT,Manager,45000,1,09/08/2024,Delhi,Delhi,Rohit,4,92,False
587,Employee_587,Female,24,HR,Executive,70000,5,08-10-2024,Pune,Delhi,Rohit,3,97,True
588,,Female,30,Finance,Analyst,-15000,1,2024-08-11,Ahmedabad,Delhi,Rohit,4,110,True
589,Employee_589,Female,-3,Marketing,Manager,45000,-1,12/08/2024,Jaipur,Maharashtra,Neha,5,97,True
590,Employee_590,Male,42,HR,Engineer,70000,-1,08-13-2024,Jaipur,Gujarat,,3,92,True
591,Employee_591,Female,24,HR,Executive,70000,5,2024-08-14,Jaipur,Gujarat,Rohit,3,92,True
592,Employee_592,Male,36,IT,Manager,-15000,-1,15/08/2024,Mumbai,Gujarat,Neha,4,97,False
593,Employee_593,Male,-3,Sales,Analyst,25000,-1,08-16-2024,Delhi,Gujarat,Rohit,4,92,False
594,Employee_594,Male,-3,IT,Analyst,45000,3,2024-08-17,Delhi,Maharashtra,Neha,,88,True
595,Employee_595,Female,-3,HR,Analyst,25000,1,18/08/2024,Delhi,Gujarat,Amit,6,88,True
596,Employee_596,Male,30,HR,Executive,70000,5,08-19-2024,Ahmedabad,Delhi,Neha,4,92,True
597,Employee_597,Female,-3,Sales,Engineer,25000,3,2024-08-20,Delhi,Maharashtra,Rohit,3,110,False
598,Employee_598,Male,42,IT,Executive,25000,1,21/08/2024,Mumbai,Delhi,Amit,3,97,False
599,Employee_599,Male,24,Sales,Manager,25000,1,08-22-2024,Pune,Delhi,Neha,5,92,True
600,Employee_600,Female,-3,IT,Engineer,25000,3,2024-08-23,Pune,Delhi,Amit,5,110,False
601,Employee_601,Male,36,Sales,Executive,-15000,1,24/08/2024,Pune,Gujarat,,5,92,False
602,Employee_602,Female,-3,HR,Executive,70000,-1,08-25-2024,Jaipur,Delhi,,6,92,False
603,Employee_603,Female,-3,Finance,Engineer,70000,-1,2024-08-26,Delhi,Maharashtra,Neha,3,92,False
604,Employee_604,Female,24,IT,Executive,70000,-1,27/08/2024,Ahmedabad,Maharashtra,Rohit,5,110,True
605,Employee_605,Male,30,Marketing,Manager,25000,5,08-28-2024,Jaipur,Rajasthan,,5,97,False
606,Employee_606,Male,24,Finance,Engineer,-15000,1,2024-08-29,Mumbai,Gujarat,,5,110,True
607,Employee_607,Female,24,Sales,Manager,70000,-1,30/08/2024,Mumbai,Gujarat,Rohit,4,92,True
608,Employee_608,Male,24,Marketing,Engineer,-15000,5,08-31-2024,Ahmedabad,Delhi,,5,110,False
609,,Male,30,Finance,Executive,25000,1,2024-09-01,Pune,Maharashtra,Amit,3,110,False
610,Employee_610,Male,42,Sales,Manager,70000,5,02/09/2024,Mumbai,Delhi,Amit,6,88,False
611,Employee_611,Male,42,HR,Engineer,45000,1,09-03-2024,Mumbai,Maharashtra,,3,88,False
612,Employee_612,Male,30,HR,Manager,25000,1,2024-09-04,Pune,Maharashtra,Amit,,97,True
613,Employee_613,Female,36,HR,Engineer,70000,1,05/09/2024,Pune,Delhi,Amit,6,88,False
614,Employee_614,Female,24,HR,Manager,70000,1,09-06-2024,Jaipur,Rajasthan,Neha,4,97,False
615,Employee_615,Female,24,Finance,Manager,45000,3,2024-09-07,Mumbai,Delhi,,4,92,False
616,Employee_616,Female,36,IT,Executive,-15000,1,08/09/2024,Jaipur,Maharashtra,,4,110,True
617,Employee_617,Male,30,Marketing,Engineer,70000,1,09-09-2024,Ahmedabad,Maharashtra,Rohit,4,110,False
618,Employee_618,Male,42,IT,Analyst,25000,1,2024-09-10,Pune,Maharashtra,Neha,4,97,False
619,Employee_619,Male,30,Finance,Analyst,45000,1,11/09/2024,Delhi,Rajasthan,Neha,3,110,True
620,Employee_620,Male,24,Finance,Analyst,25000,-1,09-12-2024,Jaipur,Gujarat,,6,97,True
621,Employee_621,Male,42,HR,Engineer,70000,-1,2024-09-13,Pune,Gujarat,,4,97,False
622,Employee_622,Male,-3,IT,Engineer,70000,1,14/09/2024,Delhi,Delhi,,3,88,False
623,Employee_623,Female,24,IT,Analyst,45000,-1,09-15-2024,Pune,Rajasthan,Neha,5,88,False
624,Employee_624,Female,24,Sales,Analyst,70000,3,2024-09-16,Jaipur,Maharashtra,Amit,4,88,False
625,Employee_625,Male,24,HR,Engineer,-15000,1,17/09/2024,Ahmedabad,Rajasthan,,5,92,False
626,Employee_626,Female,-3,Marketing,Manager,45000,3,09-18-2024,Delhi,Maharashtra,Amit,4,97,False
627,Employee_627,Female,42,Marketing,Executive,25000,5,2024-09-19,Mumbai,Delhi,Rohit,5,92,False
628,Employee_628,Female,36,Sales,Executive,25000,5,20/09/2024,Delhi,Maharashtra,,3,97,True
629,Employee_629,Female,-3,IT,Analyst,25000,1,09-21-2024,Delhi,Rajasthan,Rohit,4,92,True
630,,Female,24,IT,Engineer,70000,1,2024-09-22,Delhi,Delhi,Neha,,110,True
631,Employee_631,Female,42,HR,Engineer,45000,5,23/09/2024,Ahmedabad,Rajasthan,Rohit,6,110,True
632,Employee_632,Male,30,Marketing,Analyst,-15000,5,09-24-2024,Ahmedabad,Delhi,Amit,5,92,True
633,Employee_633,Male,42,Sales,Executive,45000,5,2024-09-25,Jaipur,Maharashtra,,4,92,False
634,Employee_634,Male,36,Finance,Analyst,45000,1,26/09/2024,Jaipur,Rajasthan,Neha,6,92,False
635,Employee_635,Male,36,Marketing,Executive,-15000,-1,09-27-2024,Delhi,Maharashtra,Neha,5,88,True
636,Employee_636,Male,42,IT,Engineer,70000,3,2024-09-28,Mumbai,Delhi,Neha,6,88,True
637,Employee_637,Male,36,IT,Manager,-15000,3,29/09/2024,Mumbai,Gujarat,Amit,6,92,True
638,Employee_638,Female,-3,Marketing,Executive,70000,1,09-30-2024,Delhi,Delhi,,4,88,True
639,Employee_639,Female,24,Finance,Engineer,25000,-1,2024-10-01,Ahmedabad,Rajasthan,Amit,4,92,True
640,Employee_640,Female,-3,Sales,Engineer,70000,3,02/10/2024,Delhi,Gujarat,Neha,4,97,False
641,Employee_641,Male,36,Marketing,Engineer,25000,5,10-03-2024,Jaipur,Gujarat,Amit,5,110,False
642,Employee_642,Male,24,HR,Executive,70000,5,2024-10-04,Delhi,Gujarat,Amit,3,88,True
643,Employee_643,Male,30,Marketing,Engineer,70000,1,05/10/2024,Delhi,Delhi,Amit,4,88,False
644,Employee_644,Female,-3,Marketing,Engineer,45000,3,10-06-2024,Delhi,Delhi,Neha,4,110,True
645,Employee_645,Male,-3,Finance,Analyst,-15000,5,2024-10-07,Delhi,Rajasthan,Neha,5,92,True
646,Employee_646,Male,42,Finance,Analyst,25000,5,08/10/2024,Mumbai,Delhi,,5,92,True
647,Employee_647,Male,24,HR,Executive,45000,3,10-09-2024,Delhi,Rajasthan,Rohit,6,92,False
648,Employee_648,Female,-3,Sales,Engineer,70000,5,2024-10-10,Pune,Maharashtra,,,110,False
649,Employee_649,Male,42,Finance,Analyst,45000,-1,11/10/2024,Mumbai,Rajasthan,Rohit,6,88,True
650,Employee_650,Female,-3,HR,Manager,70000,-1,10-12-2024,Jaipur,Gujarat,Amit,4,110,True
651,,Female,-3,Marketing,Manager,25000,1,2024-10-13,Ahmedabad,Delhi,Amit,3,88,False
652,Employee_652,Male,36,Marketing,Executive,45000,1,14/10/2024,Delhi,Rajasthan,,4,110,True
653,Employee_653,Female,24,HR,Manager,70000,5,10-15-2024,Jaipur,Maharashtra,Neha,6,110,True
654,Employee_654,Female,36,Marketing,Engineer,70000,1,2024-10-16,Delhi,Rajasthan,Neha,4,92,False
655,Employee_655,Female,42,IT,Analyst,45000,-1,17/10/2024,Delhi,Delhi,Amit,6,88,True
656,Employee_656,Male,-3,Sales,Executive,-15000,5,10-18-2024,Jaipur,Delhi,,3,97,True
657,Employee_657,Female,-3,Marketing,Analyst,45000,5,2024-10-19,Delhi,Rajasthan,Neha,4,110,True
658,Employee_658,Male,-3,HR,Analyst,-15000,5,20/10/2024,Pune,Maharashtra,,6,110,True
659,Employee_659,Female,42,Finance,Manager,70000,1,10-21-2024,Jaipur,Delhi,Rohit,3,110,False
660,Employee_660,Male,-3,Finance,Manager,70000,1,2024-10-22,Jaipur,Maharashtra,Amit,5,92,True
661,Employee_661,Female,24,IT,Manager,45000,5,23/10/2024,Delhi,Delhi,Amit,4,88,True
662,Employee_662,Female,42,Sales,Analyst,70000,3,10-24-2024,Mumbai,Gujarat,,4,92,True
663,Employee_663,Female,42,Marketing,Engineer,45000,5,2024-10-25,Ahmedabad,Gujarat,Neha,4,110,True
664,Employee_664,Female,36,Sales,Executive,-15000,1,26/10/2024,Jaipur,Delhi,,5,88,False
665,Employee_665,Male,30,IT,Engineer,70000,1,10-27-2024,Delhi,Gujarat,Amit,3,97,True
666,Employee_666,Male,30,Marketing,Engineer,70000,3,2024-10-28,Delhi,Gujarat,Neha,,88,True
667,Employee_667,Male,36,Sales,Analyst,25000,5,29/10/2024,Mumbai,Gujarat,Rohit,6,97,True
668,Employee_668,Female,-3,IT,Engineer,70000,-1,10-30-2024,Ahmedabad,Gujarat,,3,92,True
669,Employee_669,Female,36,IT,Analyst,-15000,5,2024-10-31,Mumbai,Maharashtra,Rohit,5,110,True
670,Employee_670,Female,24,IT,Executive,-15000,-1,01/11/2024,Ahmedabad,Maharashtra,,4,92,True
671,Employee_671,Female,-3,HR,Manager,25000,5,11-02-2024,Ahmedabad,Rajasthan,Neha,6,92,True
672,,Female,42,Sales,Analyst,25000,-1,2024-11-03,Jaipur,Delhi,Amit,5,88,False
673,Employee_673,Female,24,IT,Executive,-15000,-1,04/11/2024,Jaipur,Gujarat,Rohit,6,97,False
674,Employee_674,Male,30,Sales,Executive,-15000,5,11-05-2024,Ahmedabad,Delhi,Neha,5,92,True
675,Employee_675,Male,36,HR,Executive,70000,-1,2024-11-06,Mumbai,Rajasthan,Amit,3,92,False
676,Employee_676,Female,36,Marketing,Executive,-15000,-1,07/11/2024,Jaipur,Maharashtra,Neha,4,110,False
677,Employee_677,Male,36,Marketing,Engineer,-15000,-1,11-08-2024,Mumbai,Delhi,Rohit,6,92,False
678,Employee_678,Male,36,Finance,Manager,70000,3,2024-11-09,Pune,Rajasthan,Rohit,6,110,False
679,Employee_679,Male,42,IT,Manager,25000,-1,10/11/2024,Delhi,Gujarat,Amit,5,88,True
680,Employee_680,Female,30,Finance,Engineer,25000,-1,11-11-2024,Jaipur,Delhi,Rohit,6,88,False
681,Employee_681,Female,30,Marketing,Manager,70000,5,2024-11-12,Jaipur,Rajasthan,,5,92,False
682,Employee_682,Female,-3,Sales,Manager,-15000,1,13/11/2024,Pune,Maharashtra,,4,97,True
683,Employee_683,Male,30,Finance,Manager,70000,1,11-14-2024,Jaipur,Delhi,Amit,4,97,True
684,Employee_684,Male,-3,HR,Analyst,25000,-1,2024-11-15,Ahmedabad,Rajasthan,Neha,,110,True
685,Employee_685,Female,36,Marketing,Manager,-15000,3,16/11/2024,Mumbai,Rajasthan,,4,88,True
686,Employee_686,Male,30,IT,Engineer,45000,5,11-17-2024,Delhi,Maharashtra,Rohit,5,97,True
687,Employee_687,Female,36,Finance,Analyst,25000,3,2024-11-18,Mumbai,Delhi,Rohit,6,88,False
688,Employee_688,Male,30,Finance,Executive,45000,5,19/11/2024,Mumbai,Delhi,,6,110,False
689,Employee_689,Female,30,IT,Analyst,25000,-1,11-20-2024,Delhi,Gujarat,Neha,4,97,False
690,Employee_690,Female,36,Finance,Manager,45000,-1,2024-11-21,Mumbai,Maharashtra,Neha,4,88,False
691,Employee_691,Male,24,IT,Executive,25000,3,22/11/2024,Ahmedabad,Rajasthan,Rohit,6,88,False
692,Employee_692,Male,24,Sales,Executive,70000,3,11-23-2024,Mumbai,Maharashtra,Rohit,4,92,False
693,,Female,24,Marketing,Analyst,-15000,5,2024-11-24,Jaipur,Delhi,Rohit,5,97,False
694,Employee_694,Male,-3,IT,Manager,45000,1,25/11/2024,Delhi,Rajasthan,Neha,5,92,True
695,Employee_695,Female,36,IT,Manager,25000,3,11-26-2024,Jaipur,Maharashtra,Neha,5,110,True
696,Employee_696,Male,-3,HR,Manager,-15000,1,2024-11-27,Pune,Rajasthan,Amit,5,88,False
697,Employee_697,Male,-3,IT,Engineer,25000,5,28/11/2024,Delhi,Gujarat,Neha,6,110,False
698,Employee_698,Male,42,IT,Executive,-15000,3,11-29-2024,Ahmedabad,Rajasthan,Neha,5,88,True
699,Employee_699,Male,-3,Marketing,Analyst,45000,5,2024-11-30,Jaipur,Maharashtra,Amit,6,97,False
700,Employee_700,Male,36,Marketing,Engineer,-15000,5,01/01/2023,Delhi,Gujarat,Amit,6,92,True
701,Employee_701,Female,30,Finance,Executive,25000,3,01-02-2023,Delhi,Gujarat,Amit,4,88,False
702,Employee_702,Male,-3,Sales,Analyst,45000,1,2023-01-03,Mumbai,Gujarat,Rohit,,88,True
703,Employee_703,Female,42,HR,Engineer,-15000,3,04/01/2023,Jaipur,Gujarat,Rohit,4,88,True
704,Employee_704,Female,36,Finance,Manager,45000,3,01-05-2023,Ahmedabad,Maharashtra,,4,92,False
705,Employee_705,Female,30,Finance,Executive,25000,5,2023-01-06,Pune,Rajasthan,Neha,4,97,True
706,Employee_706,Female,30,Sales,Manager,70000,1,07/01/2023,Pune,Maharashtra,,3,110,False
707,Employee_707,Female,24,Marketing,Analyst,70000,3,01-08-2023,Mumbai,Delhi,Amit,3,88,False
708,Employee_708,Female,36,HR,Engineer,45000,5,2023-01-09,Mumbai,Maharashtra,Neha,6,92,False
709,Employee_709,Female,30,Marketing,Analyst,-15000,1,10/01/2023,Jaipur,Maharashtra,,6,88,False
710,Employee_710,Female,24,Marketing,Engineer,-15000,-1,01-11-2023,Jaipur,Maharashtra,Rohit,6,92,False
711,Employee_711,Female,24,HR,Manager,45000,3,2023-01-12,Mumbai,Maharashtra,Rohit,6,88,True
712,Employee_712,Male,30,HR,Engineer,45000,-1,13/01/2023,Ahmedabad,Gujarat,,3,88,True
713,Employee_713,Male,24,IT,Engineer,-15000,5,01-14-2023,Jaipur,Delhi,,3,92,True
714,,Female,42,Sales,Executive,45000,3,2023-01-15,Pune,Rajasthan,Neha,3,110,True
715,Employee_715,Male,24,Marketing,Engineer,25000,5,16/01/2023,Ahmedabad,Delhi,,6,88,True
716,Employee_716,Female,30,Finance,Engineer,45000,-1,01-17-2023,Ahmedabad,Rajasthan,Amit,5,88,True
717,Employee_717,Male,-3,IT,Manager,70000,-1,2023-01-18,Ahmedabad,Gujarat,,4,110,True
718,Employee_718,Male,30,Marketing,Analyst,25000,-1,19/01/2023,Jaipur,Delhi,Neha,6,88,False
719,Employee_719,Female,36,Marketing,Engineer,70000,1,01-20-2023,Delhi,Delhi,Rohit,4,110,False
720,Employee_720,Female,36,Finance,Engineer,-15000,1,2023-01-21,Delhi,Gujarat,Rohit,,97,True
721,Employee_721,Female,30,HR,Executive,45000,3,22/01/2023,Pune,Rajasthan,Neha,3,92,False
722,Employee_722,Female,-3,HR,Manager,45000,5,01-23-2023,Jaipur,Gujarat,,3,92,False
723,Employee_723,Female,36,HR,Engineer,45000,1,2023-01-24,Ahmedabad,Gujarat,,4,97,False
724,Employee_724,Male,30,HR,Manager,45000,5,25/01/2023,Jaipur,Maharashtra,Neha,3,92,False
725,Employee_725,Male,-3,Marketing,Manager,70000,-1,01-26-2023,Jaipur,Gujarat,Amit,5,97,False
726,Employee_726,Female,24,IT,Analyst,25000,1,2023-01-27,Ahmedabad,Maharashtra,Rohit,6,110,False
727,Employee_727,Male,30,Sales,Executive,25000,3,28/01/2023,Jaipur,Rajasthan,Amit,4,88,True
728,Employee_728,Male,-3,HR,Manager,25000,5,01-29-2023,Ahmedabad,Gujarat,Amit,5,110,False
729,Employee_729,Female,24,Sales,Analyst,25000,3,2023-01-30,Mumbai,Rajasthan,Rohit,6,110,True
730,Employee_730,Female,30,Marketing,Engineer,70000,1,31/01/2023,Mumbai,Rajasthan,Amit,5,110,True
731,Employee_731,Male,-3,IT,Manager,45000,-1,02-01-2023,Pune,Delhi,Amit,3,110,True
732,Employee_732,Female,30,Finance,Manager,-15000,-1,2023-02-02,Ahmedabad,Maharashtra,,5,88,False
733,Employee_733,Male,42,IT,Engineer,45000,3,03/02/2023,Ahmedabad,Maharashtra,Rohit,5,88,False
734,Employee_734,Female,30,Marketing,Executive,25000,5,02-04-2023,Jaipur,Delhi,Neha,6,97,True
735,,Female,-3,HR,Engineer,45000,-1,2023-02-05,Jaipur,Delhi,Amit,4,97,True
736,Employee_736,Male,24,Finance,Manager,-15000,5,06/02/2023,Mumbai,Delhi,,5,92,True
737,Employee_737,Female,42,HR,Analyst,70000,5,02-07-2023,Jaipur,Maharashtra,Rohit,3,88,False
738,Employee_738,Male,36,Sales,Engineer,45000,5,2023-02-08,Delhi,Delhi,Rohit,,97,False
739,Employee_739,Male,36,Sales,Executive,45000,5,09/02/2023,Jaipur,Rajasthan,Amit,4,110,True
740,Employee_740,Female,30,IT,Engineer,-15000,1,02-10-2023,Jaipur,Delhi,Neha,6,110,False
741,Employee_741,Male,-3,IT,Executive,70000,3,2023-02-11,Delhi,Gujarat,Amit,6,110,False
742,Employee_742,Female,-3,Finance,Executive,25000,3,12/02/2023,Delhi,Gujarat,Rohit,6,88,False
743,Employee_743,Female,36,Sales,Executive,45000,5,02-13-2023,Jaipur,Delhi,,4,110,False
744,Employee_744,Male,42,Sales,Engineer,45000,5,2023-02-14,Ahmedabad,Rajasthan,,3,110,True
745,Employee_745,Female,42,Marketing,Executive,-15000,-1,15/02/2023,Jaipur,Maharashtra,Neha,6,110,True
746,Employee_746,Male,24,Finance,Engineer,70000,1,02-16-2023,Ahmedabad,Rajasthan,Neha,5,92,True
747,Employee_747,Male,36,IT,Executive,45000,1,2023-02-17,Delhi,Maharashtra,Neha,6,97,False
748,Employee_748,Female,24,IT,Analyst,25000,1,18/02/2023,Jaipur,Rajasthan,Rohit,6,92,False
749,Employee_749,Male,42,Finance,Manager,-15000,1,02-19-2023,Pune,Rajasthan,Neha,3,110,True
750,Employee_750,Female,36,Marketing,Analyst,45000,1,2023-02-20,Pune,Maharashtra,Amit,6,92,False
751,Employee_751,Male,24,Marketing,Analyst,45000,3,21/02/2023,Pune,Rajasthan,,4,110,False
752,Employee_752,Male,36,IT,Analyst,70000,3,02-22-2023,Delhi,Delhi,,3,88,False
753,Employee_753,Female,-3,Sales,Engineer,45000,5,2023-02-23,Ahmedabad,Delhi,Amit,6,92,True
754,Employee_754,Male,30,Finance,Engineer,45000,-1,24/02/2023,Ahmedabad,Rajasthan,Neha,4,110,False
