emp_id,emp_name,gender,age,department,designation,salary,experience,joining_date,city,state,manager_name,performance_rating,attendance_percentage,active,Experience_Level,attendance_status
89,Employee_89,Female,25,Marketing,Executive,45000,5,03-31-2023,Mumbai,Maharashtra,Not Assigned,4,92.0,false,Senior,Excellent
114,Employee_114,Male,24,HR,Manager,45000,3,2023-04-25,Ahmedabad,Delhi,Not Assigned,6,92.0,true,Mid Level,Excellent
175,Employee_175,Female,25,Marketing,Engineer,15000,1,25/06/2023,Ahmedabad,Maharashtra,Amit,6,92.0,false,Junior,Excellent
186,Employee_186,Male,42,HR,Analyst,70000,5,2023-07-06,Delhi,Gujarat,Amit,4,97.0,false,Senior,Excellent
188,Employee_188,Female,30,IT,Analyst,25000,1,07-08-2023,Ahmedabad,Gujarat,Amit,5,97.0,true,Junior,Excellent
211,Employee_211,Female,25,IT,Engineer,70000,5,31/07/2023,Jaipur,Rajasthan,Not Assigned,3,88.0,false,Senior,Needs Improvement
229,Employee_229,Male,42,Marketing,Executive,70000,3,18/08/2023,Ahmedabad,Rajasthan,Amit,3,88.0,true,Mid Level,Needs Improvement
272,Employee_272,Female,36,HR,Analyst,45000,0,09-30-2023,Pune,Maharashtra,Rohit,3,110.0,false,Junior,Excellent
310,Employee_310,Male,24,IT,Engineer,70000,0,07/11/2023,Delhi,Gujarat,Not Assigned,6,88.0,true,Junior,Needs Improvement
334,Employee_334,Female,42,Sales,Analyst,15000,5,01/12/2023,Mumbai,Rajasthan,Amit,6,92.0,false,Senior,Excellent
354,Employee_354,Female,30,HR,Manager,70000,5,2023-12-21,Mumbai,Gujarat,Neha,3,97.0,true,Senior,Excellent
355,Employee_355,Male,24,Finance,Analyst,25000,5,22/12/2023,Delhi,Rajasthan,Not Assigned,4,110.0,true,Senior,Excellent
366,Employee_366,Male,36,IT,Analyst,15000,5,2024-01-02,Ahmedabad,Delhi,Amit,4,92.0,false,Senior,Excellent
381,Employee_381,Female,30,IT,Manager,45000,5,2024-01-17,Ahmedabad,Gujarat,Neha,4,92.0,false,Senior,Excellent
386,Employee_386,Female,42,Marketing,Analyst,15000,3,01-22-2024,Mumbai,Delhi,Rohit,5,97.0,false,Mid Level,Excellent
403,Employee_403,Male,36,HR,Manager,25000,0,08/02/2024,Mumbai,Gujarat,Rohit,4,110.0,true,Junior,Excellent
412,Employee_412,Female,42,HR,Manager,70000,3,17/02/2024,Jaipur,Rajasthan,Amit,6,88.0,false,Mid Level,Needs Improvement
432,Employee_432,Male,24,Finance,Engineer,70000,3,2024-03-08,Ahmedabad,Maharashtra,Not Assigned,0,92.0,false,Mid Level,Excellent
437,Employee_437,Male,36,Marketing,Executive,15000,1,03-13-2024,Pune,Rajasthan,Neha,6,110.0,true,Junior,Excellent
471,Employee_471,Male,25,Marketing,Executive,45000,0,2024-04-16,Pune,Gujarat,Neha,3,88.0,false,Junior,Needs Improvement
479,Employee_479,Male,42,IT,Manager,25000,3,04-24-2024,Ahmedabad,Gujarat,Rohit,5,110.0,false,Mid Level,Excellent
492,Employee_492,Male,24,HR,Executive,70000,0,2024-05-07,Delhi,Rajasthan,Rohit,5,97.0,true,Junior,Excellent
497,Employee_497,Male,24,HR,Engineer,15000,5,05-12-2024,Mumbai,Delhi,Not Assigned,4,92.0,true,Senior,Excellent
519,Employee_519,Male,36,IT,Manager,25000,0,2024-06-03,Mumbai,Gujarat,Neha,3,97.0,false,Junior,Excellent
526,Employee_526,Female,42,Marketing,Analyst,25000,5,10/06/2024,Ahmedabad,Rajasthan,Neha,6,97.0,true,Senior,Excellent
553,Employee_553,Male,25,Sales,Analyst,15000,0,07/07/2024,Delhi,Maharashtra,Neha,6,110.0,false,Junior,Excellent
571,Employee_571,Female,36,Sales,Manager,70000,5,25/07/2024,Ahmedabad,Gujarat,Not Assigned,5,97.0,true,Senior,Excellent
574,Employee_574,Male,36,Sales,Analyst,45000,5,28/07/2024,Mumbai,Delhi,Neha,5,92.0,true,Senior,Excellent
598,Employee_598,Male,42,IT,Executive,25000,1,21/08/2024,Mumbai,Delhi,Amit,3,97.0,false,Junior,Excellent
605,Employee_605,Male,30,Marketing,Manager,25000,5,08-28-2024,Jaipur,Rajasthan,Not Assigned,5,97.0,false,Senior,Excellent
618,Employee_618,Male,42,IT,Analyst,25000,1,2024-09-10,Pune,Maharashtra,Neha,4,97.0,false,Junior,Excellent
634,Employee_634,Male,36,Finance,Analyst,45000,1,26/09/2024,Jaipur,Rajasthan,Neha,6,92.0,false,Junior,Excellent
661,Employee_661,Female,24,IT,Manager,45000,5,23/10/2024,Delhi,Delhi,Amit,4,88.0,true,Senior,Needs Improvement
662,Employee_662,Female,42,Sales,Analyst,70000,3,10-24-2024,Mumbai,Gujarat,Not Assigned,4,92.0,true,Mid Level,Excellent
675,Employee_675,Male,36,HR,Executive,70000,0,2024-11-06,Mumbai,Rajasthan,Amit,3,92.0,false,Junior,Excellent
680,Employee_680,Female,30,Finance,Engineer,25000,0,11-11-2024,Jaipur,Delhi,Rohit,6,88.0,false,Junior,Needs Improvement
682,Employee_682,Female,25,Sales,Manager,15000,1,13/11/2024,Pune,Maharashtra,Not Assigned,4,97.0,true,Junior,Excellent
683,Employee_683,Male,30,Finance,Manager,70000,1,11-14-2024,Jaipur,Delhi,Amit,4,97.0,true,Junior,Excellent
703,Employee_703,Female,42,HR,Engineer,15000,3,04/01/2023,Jaipur,Gujarat,Rohit,4,88.0,true,Mid Level,Needs Improvement
730,Employee_730,Female,30,Marketing,Engineer,70000,1,31/01/2023,Mumbai,Rajasthan,Amit,5,110.0,true,Junior,Excellent
731,Employee_731,Male,25,IT,Manager,45000,0,02-01-2023,Pune,Delhi,Amit,3,110.0,true,Junior,Excellent
733,Employee_733,Male,42,IT,Engineer,45000,3,03/02/2023,Ahmedabad,Maharashtra,Rohit,5,88.0,false,Mid Level,Needs Improvement
780,Employee_780,Male,24,Sales,Analyst,25000,1,2023-03-22,Mumbai,Delhi,Neha,4,110.0,true,Junior,Excellent
786,Employee_786,Female,30,Sales,Executive,45000,5,2023-03-28,Ahmedabad,Maharashtra,Rohit,6,110.0,true,Senior,Excellent
796,Employee_796,Female,30,HR,Manager,15000,1,07/04/2023,Delhi,Delhi,Neha,6,110.0,false,Junior,Excellent
812,Employee_812,Male,24,Sales,Manager,15000,3,04-23-2023,Mumbai,Maharashtra,Amit,5,92.0,true,Mid Level,Excellent
830,Employee_830,Male,30,Finance,Engineer,45000,3,05-11-2023,Ahmedabad,Maharashtra,Not Assigned,3,88.0,false,Mid Level,Needs Improvement
846,Employee_846,Female,25,Marketing,Analyst,25000,1,2023-05-27,Mumbai,Rajasthan,Rohit,0,92.0,false,Junior,Excellent
876,Employee_876,Female,42,Finance,Executive,15000,1,2023-06-26,Pune,Rajasthan,Not Assigned,4,97.0,false,Junior,Excellent
886,Employee_886,Female,36,IT,Manager,45000,1,06/07/2023,Delhi,Rajasthan,Rohit,4,97.0,false,Junior,Excellent
899,Employee_899,Male,24,IT,Analyst,70000,1,07-19-2023,Jaipur,Delhi,Amit,3,92.0,false,Junior,Excellent
901,Employee_901,Female,30,Sales,Executive,70000,1,21/07/2023,Pune,Rajasthan,Neha,4,92.0,true,Junior,Excellent
906,Employee_906,Female,24,Marketing,Executive,25000,5,2023-07-26,Ahmedabad,Delhi,Rohit,4,92.0,false,Senior,Excellent
907,Employee_907,Male,30,Marketing,Manager,45000,0,27/07/2023,Jaipur,Delhi,Amit,5,92.0,true,Junior,Excellent
927,Employee_927,Male,24,HR,Executive,25000,5,2023-08-16,Pune,Maharashtra,Neha,5,92.0,false,Senior,Excellent
928,Employee_928,Male,24,Finance,Analyst,15000,0,17/08/2023,Mumbai,Gujarat,Rohit,6,88.0,true,Junior,Needs Improvement
936,Employee_936,Male,36,Finance,Executive,70000,0,2023-08-25,Jaipur,Gujarat,Neha,0,97.0,false,Junior,Excellent
967,Employee_967,Female,25,IT,Executive,15000,1,25/09/2023,Delhi,Gujarat,Amit,5,92.0,false,Junior,Excellent
980,Employee_980,Female,36,HR,Engineer,25000,3,10-08-2023,Mumbai,Rajasthan,Rohit,3,97.0,true,Mid Level,Excellent
1042,Employee_1042,Male,30,IT,Manager,15000,3,09/12/2023,Delhi,Rajasthan,Not Assigned,3,92.0,true,Mid Level,Excellent
1056,Employee_1056,Female,36,HR,Manager,25000,1,2023-12-23,Delhi,Gujarat,Not Assigned,3,88.0,false,Junior,Needs Improvement
1085,Employee_1085,Female,30,HR,Engineer,45000,1,01-21-2024,Delhi,Rajasthan,Not Assigned,4,110.0,true,Junior,Excellent
1105,Employee_1105,Female,24,IT,Manager,25000,1,10/02/2024,Mumbai,Gujarat,Amit,3,88.0,true,Junior,Needs Improvement
1108,Employee_1108,Female,30,IT,Engineer,70000,1,13/02/2024,Delhi,Rajasthan,Amit,6,88.0,true,Junior,Needs Improvement
1115,Employee_1115,Male,36,Marketing,Executive,45000,5,02-20-2024,Delhi,Delhi,Amit,5,88.0,true,Senior,Needs Improvement
1117,Employee_1117,Male,24,IT,Manager,70000,0,22/02/2024,Pune,Delhi,Not Assigned,6,110.0,false,Junior,Excellent
1154,Employee_1154,Female,36,Finance,Analyst,25000,3,03-30-2024,Delhi,Maharashtra,Rohit,4,97.0,true,Mid Level,Excellent
1166,Employee_1166,Female,24,IT,Executive,25000,5,04-11-2024,Mumbai,Rajasthan,Rohit,5,92.0,false,Senior,Excellent
1171,Employee_1171,Female,36,HR,Manager,70000,0,16/04/2024,Pune,Rajasthan,Not Assigned,4,110.0,true,Junior,Excellent
1182,Employee_1182,Female,42,Marketing,Analyst,45000,1,2024-04-27,Ahmedabad,Gujarat,Rohit,6,97.0,true,Junior,Excellent
1193,Employee_1193,Male,30,Finance,Engineer,15000,5,05-08-2024,Mumbai,Gujarat,Rohit,6,92.0,false,Senior,Excellent
1198,Employee_1198,Female,36,Marketing,Engineer,70000,1,13/05/2024,Delhi,Delhi,Neha,5,97.0,false,Junior,Excellent
1240,Employee_1240,Male,42,Marketing,Analyst,15000,1,24/06/2024,Jaipur,Rajasthan,Not Assigned,6,92.0,true,Junior,Excellent
1248,Employee_1248,Female,24,Sales,Analyst,45000,1,2024-07-02,Jaipur,Gujarat,Rohit,3,88.0,false,Junior,Needs Improvement
1250,Employee_1250,Male,42,Finance,Executive,15000,1,07-04-2024,Ahmedabad,Rajasthan,Neha,6,88.0,true,Junior,Needs Improvement
1255,Employee_1255,Female,42,IT,Engineer,25000,5,09/07/2024,Delhi,Rajasthan,Amit,4,97.0,true,Senior,Excellent
1259,Employee_1259,Female,30,Marketing,Engineer,45000,5,07-13-2024,Delhi,Gujarat,Not Assigned,5,110.0,true,Senior,Excellent
1291,Employee_1291,Female,42,Marketing,Executive,70000,1,14/08/2024,Jaipur,Delhi,Rohit,3,88.0,true,Junior,Needs Improvement
1292,Employee_1292,Female,42,Marketing,Analyst,15000,5,08-15-2024,Jaipur,Gujarat,Not Assigned,6,110.0,false,Senior,Excellent
1293,Employee_1293,Female,24,Marketing,Executive,45000,1,2024-08-16,Jaipur,Maharashtra,Neha,3,110.0,true,Junior,Excellent
1295,Employee_1295,Female,36,IT,Analyst,15000,0,08-18-2024,Jaipur,Gujarat,Rohit,3,88.0,true,Junior,Needs Improvement
1305,Employee_1305,Female,42,IT,Engineer,45000,1,2024-08-28,Ahmedabad,Delhi,Neha,4,110.0,true,Junior,Excellent
40,Employee_40,Male,24,Finance,Manager,25000,1,10/02/2023,Pune,Delhi,Amit,4,88.0,false,Junior,Needs Improvement
49,Employee_49,Male,36,Sales,Analyst,70000,5,19/02/2023,Ahmedabad,Maharashtra,Neha,4,97.0,false,Senior,Excellent
50,Employee_50,Female,25,Finance,Executive,45000,3,02-20-2023,Mumbai,Maharashtra,Amit,3,97.0,false,Mid Level,Excellent
59,Employee_59,Male,30,Marketing,Engineer,15000,1,03-01-2023,Delhi,Maharashtra,Neha,6,92.0,true,Junior,Excellent
108,Employee_108,Male,30,Finance,Analyst,25000,5,2023-04-19,Mumbai,Gujarat,Amit,0,88.0,true,Senior,Needs Improvement
124,Employee_124,Female,30,Finance,Executive,45000,5,05/05/2023,Ahmedabad,Maharashtra,Amit,4,92.0,false,Senior,Excellent
136,Employee_136,Male,36,HR,Analyst,45000,1,17/05/2023,Pune,Delhi,Neha,6,97.0,false,Junior,Excellent
163,Employee_163,Female,42,Sales,Engineer,45000,5,13/06/2023,Pune,Delhi,Rohit,6,92.0,false,Senior,Excellent
171,Employee_171,Female,24,HR,Analyst,70000,0,2023-06-21,Ahmedabad,Maharashtra,Amit,6,92.0,true,Junior,Excellent
193,Employee_193,Female,24,Sales,Analyst,70000,3,13/07/2023,Jaipur,Gujarat,Not Assigned,6,110.0,false,Mid Level,Excellent
206,Employee_206,Female,24,IT,Executive,15000,5,07-26-2023,Jaipur,Rajasthan,Neha,6,110.0,true,Senior,Excellent
212,Employee_212,Female,36,Marketing,Engineer,70000,3,08-01-2023,Mumbai,Rajasthan,Amit,4,110.0,true,Mid Level,Excellent
230,Employee_230,Female,36,Marketing,Manager,15000,0,08-19-2023,Jaipur,Maharashtra,Not Assigned,3,97.0,true,Junior,Excellent
249,Employee_249,Male,24,Marketing,Engineer,15000,5,2023-09-07,Jaipur,Gujarat,Neha,4,92.0,true,Senior,Excellent
274,Employee_274,Female,42,HR,Engineer,15000,1,02/10/2023,Ahmedabad,Delhi,Rohit,4,110.0,false,Junior,Excellent
277,Employee_277,Male,24,HR,Engineer,15000,1,05/10/2023,Pune,Delhi,Not Assigned,4,97.0,true,Junior,Excellent
292,Employee_292,Male,42,HR,Manager,70000,1,20/10/2023,Mumbai,Delhi,Not Assigned,3,110.0,true,Junior,Excellent
305,Employee_305,Male,36,Sales,Executive,25000,5,11-02-2023,Mumbai,Rajasthan,Not Assigned,4,92.0,true,Senior,Excellent
308,Employee_308,Female,42,HR,Analyst,15000,1,11-05-2023,Delhi,Delhi,Rohit,4,92.0,false,Junior,Excellent
314,Employee_314,Male,42,Finance,Analyst,70000,0,11-11-2023,Jaipur,Gujarat,Neha,3,88.0,true,Junior,Needs Improvement
318,Employee_318,Male,30,Finance,Executive,25000,1,2023-11-15,Jaipur,Delhi,Neha,5,88.0,true,Junior,Needs Improvement
350,Employee_350,Male,25,Sales,Engineer,25000,0,12-17-2023,Delhi,Rajasthan,Not Assigned,3,92.0,true,Junior,Excellent
379,Employee_379,Female,36,HR,Analyst,70000,5,15/01/2024,Pune,Maharashtra,Amit,4,110.0,true,Senior,Excellent
406,Employee_406,Male,25,Finance,Engineer,15000,5,11/02/2024,Mumbai,Gujarat,Amit,5,97.0,true,Senior,Excellent
408,Employee_408,Male,25,HR,Executive,15000,1,2024-02-13,Jaipur,Gujarat,Neha,6,97.0,false,Junior,Excellent
426,Employee_426,Male,25,Marketing,Manager,15000,3,2024-03-02,Jaipur,Rajasthan,Rohit,5,110.0,true,Mid Level,Excellent
429,Employee_429,Male,25,Sales,Manager,70000,0,2024-03-05,Mumbai,Maharashtra,Amit,6,110.0,false,Junior,Excellent
434,Employee_434,Male,25,Marketing,Engineer,70000,5,03-10-2024,Pune,Maharashtra,Amit,3,88.0,false,Senior,Needs Improvement
450,Employee_450,Male,30,Sales,Manager,15000,5,2024-03-26,Delhi,Gujarat,Not Assigned,0,110.0,false,Senior,Excellent
465,Employee_465,Female,25,HR,Engineer,15000,5,2024-04-10,Jaipur,Gujarat,Rohit,3,97.0,true,Senior,Excellent
477,Employee_477,Female,30,Sales,Executive,70000,5,2024-04-22,Pune,Maharashtra,Amit,3,97.0,true,Senior,Excellent
533,Employee_533,Male,25,Finance,Engineer,70000,5,06-17-2024,Mumbai,Gujarat,Not Assigned,5,97.0,false,Senior,Excellent
559,Employee_559,Male,25,HR,Manager,45000,5,13/07/2024,Mumbai,Rajasthan,Not Assigned,6,97.0,true,Senior,Excellent
562,Employee_562,Male,36,Sales,Engineer,70000,5,16/07/2024,Ahmedabad,Rajasthan,Rohit,4,97.0,true,Senior,Excellent
583,Employee_583,Male,30,Finance,Manager,15000,1,06/08/2024,Delhi,Rajasthan,Neha,6,97.0,true,Junior,Excellent
593,Employee_593,Male,25,Sales,Analyst,25000,0,08-16-2024,Delhi,Gujarat,Rohit,4,92.0,false,Junior,Excellent
599,Employee_599,Male,24,Sales,Manager,25000,1,08-22-2024,Pune,Delhi,Neha,5,92.0,true,Junior,Excellent
633,Employee_633,Male,42,Sales,Executive,45000,5,2024-09-25,Jaipur,Maharashtra,Not Assigned,4,92.0,false,Senior,Excellent
657,Employee_657,Female,25,Marketing,Analyst,45000,5,2024-10-19,Delhi,Rajasthan,Neha,4,110.0,true,Senior,Excellent
664,Employee_664,Female,36,Sales,Executive,15000,1,26/10/2024,Jaipur,Delhi,Not Assigned,5,88.0,false,Junior,Needs Improvement
665,Employee_665,Male,30,IT,Engineer,70000,1,10-27-2024,Delhi,Gujarat,Amit,3,97.0,true,Junior,Excellent
674,Employee_674,Male,30,Sales,Executive,15000,5,11-05-2024,Ahmedabad,Delhi,Neha,5,92.0,true,Senior,Excellent
711,Employee_711,Female,24,HR,Manager,45000,3,2023-01-12,Mumbai,Maharashtra,Rohit,6,88.0,true,Mid Level,Needs Improvement
712,Employee_712,Male,30,HR,Engineer,45000,0,13/01/2023,Ahmedabad,Gujarat,Not Assigned,3,88.0,true,Junior,Needs Improvement
720,Employee_720,Female,36,Finance,Engineer,15000,1,2023-01-21,Delhi,Gujarat,Rohit,0,97.0,true,Junior,Excellent
728,Employee_728,Male,25,HR,Manager,25000,5,01-29-2023,Ahmedabad,Gujarat,Amit,5,110.0,false,Senior,Excellent
744,Employee_744,Male,42,Sales,Engineer,45000,5,2023-02-14,Ahmedabad,Rajasthan,Not Assigned,3,110.0,true,Senior,Excellent
749,Employee_749,Male,42,Finance,Manager,15000,1,02-19-2023,Pune,Rajasthan,Neha,3,110.0,true,Junior,Excellent
757,Employee_757,Female,25,Sales,Analyst,45000,3,27/02/2023,Ahmedabad,Gujarat,Not Assigned,4,88.0,false,Mid Level,Needs Improvement
833,Employee_833,Male,36,Marketing,Engineer,25000,5,05-14-2023,Delhi,Gujarat,Amit,6,110.0,true,Senior,Excellent
834,Employee_834,Female,42,Sales,Manager,15000,5,2023-05-15,Ahmedabad,Delhi,Not Assigned,3,92.0,false,Senior,Excellent
835,Employee_835,Male,42,IT,Executive,45000,3,16/05/2023,Delhi,Gujarat,Rohit,6,97.0,false,Mid Level,Excellent
869,Employee_869,Male,25,IT,Manager,70000,5,06-19-2023,Ahmedabad,Maharashtra,Rohit,4,88.0,false,Senior,Needs Improvement
870,Employee_870,Male,36,IT,Executive,45000,1,2023-06-20,Pune,Rajasthan,Neha,4,88.0,false,Junior,Needs Improvement
872,Employee_872,Male,25,HR,Manager,70000,3,06-22-2023,Ahmedabad,Rajasthan,Rohit,5,92.0,true,Mid Level,Excellent
874,Employee_874,Female,36,IT,Manager,15000,3,24/06/2023,Mumbai,Gujarat,Neha,3,88.0,true,Mid Level,Needs Improvement
892,Employee_892,Female,24,Sales,Analyst,15000,5,12/07/2023,Mumbai,Gujarat,Not Assigned,5,92.0,false,Senior,Excellent
896,Employee_896,Male,42,IT,Engineer,15000,3,07-16-2023,Mumbai,Gujarat,Rohit,3,97.0,false,Mid Level,Excellent
915,Employee_915,Male,30,Sales,Analyst,25000,5,2023-08-04,Mumbai,Delhi,Rohit,5,92.0,true,Senior,Excellent
931,Employee_931,Female,24,Sales,Manager,45000,5,20/08/2023,Jaipur,Maharashtra,Neha,6,97.0,true,Senior,Excellent
996,Employee_996,Female,36,HR,Analyst,70000,5,2023-10-24,Delhi,Maharashtra,Not Assigned,5,110.0,false,Senior,Excellent
1004,Employee_1004,Male,36,Finance,Analyst,70000,1,11-01-2023,Mumbai,Maharashtra,Rohit,3,97.0,true,Junior,Excellent
1023,Employee_1023,Male,30,Sales,Analyst,15000,1,2023-11-20,Mumbai,Gujarat,Amit,6,88.0,true,Junior,Needs Improvement
1027,Employee_1027,Female,36,IT,Analyst,15000,0,24/11/2023,Mumbai,Maharashtra,Rohit,6,110.0,false,Junior,Excellent
1048,Employee_1048,Female,42,Marketing,Executive,45000,3,15/12/2023,Pune,Delhi,Not Assigned,6,88.0,true,Mid Level,Needs Improvement
1061,Employee_1061,Female,25,IT,Executive,25000,0,12-28-2023,Jaipur,Maharashtra,Amit,5,97.0,false,Junior,Excellent
1093,Employee_1093,Female,42,Finance,Engineer,45000,1,29/01/2024,Pune,Maharashtra,Rohit,4,97.0,false,Junior,Excellent
1094,Employee_1094,Female,24,Finance,Manager,25000,0,01-30-2024,Ahmedabad,Gujarat,Not Assigned,5,88.0,true,Junior,Needs Improvement
1120,Employee_1120,Female,36,IT,Engineer,15000,5,25/02/2024,Pune,Maharashtra,Neha,3,88.0,false,Senior,Needs Improvement
1126,Employee_1126,Male,36,Finance,Analyst,45000,0,02/03/2024,Delhi,Delhi,Rohit,3,88.0,false,Junior,Needs Improvement
1142,Employee_1142,Male,25,Finance,Analyst,25000,1,03-18-2024,Jaipur,Maharashtra,Neha,5,88.0,false,Junior,Needs Improvement
1160,Employee_1160,Male,25,HR,Engineer,70000,3,04-05-2024,Jaipur,Rajasthan,Neha,3,110.0,true,Mid Level,Excellent
1177,Employee_1177,Male,25,Marketing,Manager,15000,3,22/04/2024,Pune,Delhi,Rohit,5,110.0,false,Mid Level,Excellent
1196,Employee_1196,Female,36,HR,Manager,45000,3,05-11-2024,Ahmedabad,Delhi,Not Assigned,5,110.0,true,Mid Level,Excellent
1217,Employee_1217,Male,42,Finance,Analyst,15000,3,06-01-2024,Jaipur,Delhi,Neha,6,92.0,true,Mid Level,Excellent
1226,Employee_1226,Male,30,Finance,Analyst,25000,5,06-10-2024,Delhi,Gujarat,Amit,5,97.0,false,Senior,Excellent
1227,Employee_1227,Female,30,Sales,Manager,45000,1,2024-06-11,Ahmedabad,Maharashtra,Neha,3,97.0,true,Junior,Excellent
1229,Employee_1229,Male,25,IT,Engineer,70000,5,06-13-2024,Pune,Gujarat,Neha,5,97.0,false,Senior,Excellent
1251,Employee_1251,Male,25,Sales,Executive,45000,0,2024-07-05,Delhi,Maharashtra,Not Assigned,6,110.0,true,Junior,Excellent
1269,Employee_1269,Female,36,IT,Analyst,70000,3,2024-07-23,Jaipur,Maharashtra,Neha,4,97.0,true,Mid Level,Excellent
1280,Employee_1280,Female,30,Finance,Engineer,15000,1,08-03-2024,Mumbai,Delhi,Amit,5,110.0,true,Junior,Excellent
1290,Employee_1290,Male,42,HR,Manager,45000,0,2024-08-13,Pune,Rajasthan,Not Assigned,5,92.0,true,Junior,Excellent
1306,Employee_1306,Female,24,Marketing,Executive,25000,5,29/08/2024,Jaipur,Delhi,Amit,6,88.0,true,Senior,Needs Improvement
1309,Employee_1309,Female,24,IT,Manager,15000,0,01/09/2024,Mumbai,Gujarat,Rohit,6,88.0,true,Junior,Needs Improvement
1327,Employee_1327,Male,24,Sales,Manager,70000,0,19/09/2024,Delhi,Rajasthan,Neha,3,110.0,true,Junior,Excellent
2,Employee_2,Female,25,IT,Analyst,25000,0,01-03-2023,Pune,Gujarat,Not Assigned,5,97.0,false,Junior,Excellent
16,Employee_16,Male,30,Marketing,Executive,70000,3,17/01/2023,Ahmedabad,Rajasthan,Amit,4,88.0,true,Mid Level,Needs Improvement
61,Employee_61,Male,36,IT,Analyst,45000,1,03/03/2023,Ahmedabad,Gujarat,Not Assigned,6,88.0,true,Junior,Needs Improvement
82,Employee_82,Male,24,Sales,Manager,15000,0,24/03/2023,Delhi,Delhi,Amit,6,88.0,true,Junior,Needs Improvement
83,Employee_83,Male,30,Marketing,Analyst,25000,0,03-25-2023,Mumbai,Rajasthan,Rohit,3,88.0,false,Junior,Needs Improvement
94,Employee_94,Male,30,IT,Engineer,45000,1,05/04/2023,Mumbai,Maharashtra,Rohit,3,88.0,true,Junior,Needs Improvement
135,Employee_135,Female,30,Sales,Analyst,70000,1,2023-05-16,Jaipur,Delhi,Neha,3,97.0,true,Junior,Excellent
154,Employee_154,Female,36,Sales,Analyst,25000,3,04/06/2023,Ahmedabad,Maharashtra,Amit,5,92.0,true,Mid Level,Excellent
160,Employee_160,Male,24,HR,Engineer,15000,0,10/06/2023,Mumbai,Maharashtra,Not Assigned,5,110.0,false,Junior,Excellent
161,Employee_161,Female,24,HR,Engineer,45000,3,06-11-2023,Pune,Rajasthan,Rohit,5,88.0,false,Mid Level,Needs Improvement
162,Employee_162,Male,42,HR,Manager,25000,5,2023-06-12,Pune,Delhi,Not Assigned,0,92.0,true,Senior,Excellent
177,Employee_177,Male,42,Finance,Analyst,70000,0,2023-06-27,Pune,Rajasthan,Neha,6,92.0,true,Junior,Excellent
200,Employee_200,Male,30,HR,Executive,15000,3,07-20-2023,Ahmedabad,Gujarat,Rohit,5,97.0,false,Mid Level,Excellent
203,Employee_203,Female,36,Sales,Engineer,70000,1,07-23-2023,Pune,Rajasthan,Amit,4,92.0,true,Junior,Excellent
213,Employee_213,Male,30,Sales,Manager,45000,5,2023-08-02,Ahmedabad,Delhi,Neha,6,92.0,true,Senior,Excellent
241,Employee_241,Male,24,Marketing,Executive,15000,0,30/08/2023,Mumbai,Rajasthan,Amit,3,88.0,false,Junior,Needs Improvement
253,Employee_253,Female,25,HR,Engineer,70000,3,11/09/2023,Pune,Delhi,Neha,4,92.0,true,Mid Level,Excellent
265,Employee_265,Female,24,HR,Executive,70000,1,23/09/2023,Pune,Rajasthan,Amit,5,92.0,false,Junior,Excellent
283,Employee_283,Male,36,IT,Manager,25000,5,11/10/2023,Mumbai,Delhi,Amit,3,92.0,true,Senior,Excellent
290,Employee_290,Male,25,Finance,Engineer,45000,1,10-18-2023,Jaipur,Maharashtra,Not Assigned,6,92.0,false,Junior,Excellent
323,Employee_323,Male,42,Finance,Analyst,70000,3,11-20-2023,Jaipur,Rajasthan,Amit,5,110.0,false,Mid Level,Excellent
326,Employee_326,Male,30,IT,Executive,45000,3,11-23-2023,Ahmedabad,Delhi,Neha,6,110.0,false,Mid Level,Excellent
382,Employee_382,Female,24,Finance,Engineer,15000,3,18/01/2024,Pune,Maharashtra,Not Assigned,4,97.0,false,Mid Level,Excellent
395,Employee_395,Female,30,IT,Analyst,45000,5,01-31-2024,Jaipur,Maharashtra,Neha,5,97.0,true,Senior,Excellent
398,Employee_398,Female,25,IT,Manager,15000,5,02-03-2024,Mumbai,Gujarat,Not Assigned,3,110.0,false,Senior,Excellent
413,Employee_413,Male,24,IT,Manager,25000,1,02-18-2024,Mumbai,Gujarat,Rohit,3,92.0,true,Junior,Excellent
418,Employee_418,Female,24,Marketing,Analyst,70000,5,23/02/2024,Ahmedabad,Gujarat,Not Assigned,4,97.0,true,Senior,Excellent
482,Employee_482,Male,25,IT,Executive,45000,0,04-27-2024,Ahmedabad,Maharashtra,Rohit,3,88.0,false,Junior,Needs Improvement
521,Employee_521,Female,24,Marketing,Engineer,45000,3,06-05-2024,Jaipur,Maharashtra,Not Assigned,6,92.0,false,Mid Level,Excellent
537,Employee_537,Female,24,Finance,Manager,25000,0,2024-06-21,Pune,Maharashtra,Amit,5,110.0,false,Junior,Excellent
542,Employee_542,Female,24,IT,Executive,25000,1,06-26-2024,Mumbai,Delhi,Neha,6,92.0,true,Junior,Excellent
564,Employee_564,Male,42,Marketing,Analyst,70000,1,2024-07-18,Delhi,Delhi,Not Assigned,4,88.0,true,Junior,Needs Improvement
565,Employee_565,Female,30,HR,Engineer,15000,1,19/07/2024,Delhi,Rajasthan,Not Assigned,3,97.0,true,Junior,Excellent
584,Employee_584,Female,24,Finance,Analyst,15000,3,08-07-2024,Pune,Rajasthan,Amit,6,110.0,true,Mid Level,Excellent
